,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
7169,8C,3C,,,,,1.0,1.0,1.0,0.0,18,4
7170,8C,3C,7C,,,,0.0,0.0,1.0,1.0,18,19
7171,9H,10D,,,,,0.0,1.0,0.0,1.0,19,13
7172,3D,4C,,,,,1.0,1.0,1.0,0.0,8,9
7173,3D,4C,AH,,,,0.0,1.0,0.0,1.0,18,9
7174,JD,QC,,,,,1.0,0.0,0.0,1.0,30,19
7175,QD,KS,,,,,0.0,1.0,0.0,1.0,20,26
7176,8D,7D,,,,,0.0,1.0,0.0,1.0,15,15
7177,3S,AC,,,,,0.0,1.0,0.0,1.0,14,12
7178,8C,AD,,,,,0.0,1.0,0.0,1.0,19,24
7179,10S,10C,,,,,1.0,0.0,0.0,1.0,30,17
7180,JH,6S,,,,,0.0,1.0,0.0,1.0,16,26
7181,6S,8H,,,,,0.0,0.0,1.0,1.0,14,18
7182,3S,6S,,,,,1.0,1.0,1.0,0.0,19,20
7183,3S,6S,JC,,,,1.0,0.0,0.0,1.0,23,20
7184,7H,QS,,,,,0.0,1.0,0.0,1.0,17,7
7185,5H,JS,,,,,0.0,0.0,1.0,1.0,15,19
7186,9H,10C,,,,,1.0,0.0,0.0,1.0,27,9
7187,8S,10S,,,,,1.0,0.0,0.0,1.0,22,12
7188,AD,4H,,,,,0.0,1.0,0.0,1.0,15,22
7189,7H,QH,,,,,0.0,1.0,0.0,1.0,17,25
7190,6C,8C,,,,,0.0,0.0,1.0,1.0,14,21
7191,JD,2H,,,,,1.0,0.0,0.0,1.0,22,20
7192,10S,9H,,,,,0.0,1.0,0.0,1.0,19,24
7193,5S,KC,,,,,1.0,0.0,0.0,1.0,24,9
7194,3C,4C,,,,,1.0,1.0,1.0,0.0,14,12
7195,3C,4C,7C,,,,0.0,0.0,1.0,1.0,14,17
7196,4S,3C,,,,,1.0,1.0,1.0,0.0,17,12
7197,4S,3C,10S,,,,0.0,1.0,0.0,1.0,17,22
7198,3D,QS,,,,,0.0,1.0,0.0,1.0,13,25
7199,JC,JH,,,,,0.0,1.0,0.0,1.0,20,22
7200,2D,AH,,,,,0.0,1.0,0.0,1.0,13,23
7201,JH,8S,,,,,0.0,1.0,0.0,1.0,18,18
7202,4H,5D,,,,,0.0,0.0,1.0,1.0,9,16
7203,QH,QD,,,,,0.0,1.0,0.0,1.0,20,22
7204,9S,QC,,,,,1.0,0.0,0.0,1.0,23,17
7205,KD,4D,,,,,0.0,0.0,1.0,1.0,14,21
7206,QH,7C,,,,,0.0,1.0,0.0,1.0,17,23
7207,4D,KD,,,,,1.0,0.0,0.0,1.0,22,12
7208,KH,8D,,,,,0.0,1.0,0.0,1.0,18,12
7209,6D,5D,,,,,0.0,0.0,1.0,1.0,11,21
7210,5S,QH,,,,,0.0,1.0,0.0,1.0,15,24
7211,3S,JC,,,,,1.0,1.0,1.0,0.0,21,9
7212,9C,2H,,,,,1.0,1.0,1.0,0.0,14,10
7213,9C,2H,3H,,,,1.0,1.0,1.0,0.0,15,10
7214,9C,2H,3H,AH,,,0.0,1.0,0.0,1.0,15,24
7215,10C,4C,,,,,1.0,0.0,0.0,1.0,24,17
7216,AS,9D,,,,,1.0,1.0,1.0,0.0,13,10
7217,AS,9D,3C,,,,0.0,1.0,0.0,1.0,13,22
7218,5S,9D,,,,,1.0,1.0,1.0,0.0,19,20
7219,5S,9D,5D,,,,0.0,0.0,1.0,1.0,19,20
7220,5D,7D,,,,,1.0,1.0,1.0,0.0,16,20
7221,5D,7D,4S,,,,1.0,0.0,0.0,1.0,24,20
7222,10C,8D,,,,,0.0,1.0,0.0,1.0,18,30
7223,7C,JC,,,,,0.0,1.0,0.0,1.0,17,27
7224,10C,KH,,,,,0.0,1.0,0.0,1.0,20,23
7225,9D,QH,,,,,1.0,0.0,0.0,1.0,29,17
7226,8H,8D,,,,,1.0,0.0,0.0,1.0,26,19
7227,3D,2D,,,,,1.0,1.0,1.0,0.0,13,13
7228,3D,2D,8H,,,,1.0,1.0,1.0,0.0,14,13
7229,3D,2D,8H,AD,,,0.0,0.0,1.0,1.0,14,16
7230,6H,10S,,,,,0.0,1.0,0.0,1.0,16,28
7231,8C,6S,,,,,1.0,1.0,1.0,0.0,16,15
7232,8C,6S,2S,,,,0.0,1.0,0.0,1.0,16,25
7233,5S,6S,,,,,1.0,1.0,1.0,0.0,13,12
7234,5S,6S,2D,,,,0.0,1.0,0.0,1.0,13,12
7235,10C,JD,,,,,1.0,0.0,0.0,1.0,30,21
7236,9H,4H,,,,,1.0,0.0,0.0,1.0,23,15
7237,QH,7S,,,,,0.0,0.0,1.0,1.0,17,18
7238,KS,3H,,,,,0.0,1.0,0.0,1.0,13,24
7239,JC,7D,,,,,1.0,1.0,1.0,0.0,21,11
7240,QD,8C,,,,,0.0,1.0,0.0,1.0,18,24
7241,9C,5C,,,,,0.0,0.0,1.0,1.0,14,21
7242,5D,3D,,,,,1.0,1.0,1.0,0.0,18,17
7243,5D,3D,10C,,,,0.0,1.0,0.0,1.0,18,27
7244,4H,5H,,,,,0.0,0.0,1.0,1.0,9,12
7245,7D,9C,,,,,0.0,0.0,1.0,1.0,16,18
7246,6S,4D,,,,,1.0,1.0,1.0,0.0,20,14
7247,6S,4D,KS,,,,1.0,0.0,0.0,1.0,25,14
7248,AC,4C,,,,,1.0,1.0,1.0,0.0,10,8
7249,AC,4C,5C,,,,0.0,0.0,1.0,1.0,20,21
7250,AH,9S,,,,,1.0,1.0,1.0,0.0,20,9
7251,AH,9S,JH,,,,0.0,1.0,0.0,1.0,20,9
7252,QD,9D,,,,,1.0,0.0,0.0,1.0,29,20
7253,3C,8C,,,,,1.0,1.0,1.0,0.0,21,16
7254,3H,6H,,,,,0.0,0.0,1.0,1.0,9,14
7255,QH,7D,,,,,1.0,1.0,1.0,0.0,19,16
7256,QH,7D,2D,,,,1.0,0.0,0.0,1.0,29,16
7257,6C,2D,,,,,0.0,0.0,1.0,1.0,8,20
7258,9C,6C,,,,,1.0,1.0,1.0,0.0,17,10
7259,9C,6C,2S,,,,0.0,1.0,0.0,1.0,17,10
7260,KS,3D,,,,,0.0,1.0,0.0,1.0,13,26
7261,KS,6C,,,,,0.0,1.0,0.0,1.0,16,25
7262,JC,4C,,,,,0.0,1.0,0.0,1.0,14,9
7263,QS,JS,,,,,1.0,0.0,0.0,1.0,27,15
7264,KD,JH,,,,,0.0,1.0,0.0,1.0,20,9
7265,10C,2S,,,,,0.0,0.0,1.0,1.0,12,21
7266,3D,QC,,,,,0.0,1.0,0.0,1.0,13,5
7267,9C,4D,,,,,0.0,0.0,1.0,1.0,13,20
7268,5D,2H,,,,,1.0,1.0,1.0,0.0,17,7
7269,5D,2H,QC,,,,0.0,1.0,0.0,1.0,17,25
7270,3H,7C,,,,,0.0,0.0,1.0,1.0,10,18
7271,QH,3D,,,,,0.0,0.0,1.0,1.0,13,21
7272,8S,4D,,,,,1.0,1.0,1.0,0.0,21,16
7273,AS,9D,,,,,0.0,1.0,0.0,1.0,20,20
7274,2D,5S,,,,,0.0,0.0,1.0,1.0,7,12
7275,AC,7H,,,,,0.0,0.0,1.0,1.0,18,20
7276,4C,8H,,,,,0.0,0.0,1.0,1.0,12,20
7277,5H,QH,,,,,1.0,1.0,1.0,0.0,21,16
7278,6S,2D,,,,,0.0,0.0,1.0,1.0,8,21
7279,2S,8H,,,,,1.0,1.0,1.0,0.0,17,14
7280,2S,8H,7S,,,,1.0,0.0,0.0,1.0,22,14
7281,AH,8S,,,,,1.0,1.0,1.0,0.0,12,11
7282,AH,8S,3S,,,,0.0,1.0,0.0,1.0,12,11
7283,KD,2D,,,,,0.0,1.0,0.0,1.0,12,27
7284,8C,QS,,,,,1.0,0.0,0.0,1.0,28,10
7285,KC,QH,,,,,0.0,1.0,0.0,1.0,20,28
7286,JH,6D,,,,,1.0,1.0,1.0,0.0,20,14
7287,JH,6D,4C,,,,1.0,0.0,0.0,1.0,23,14
7288,6S,7D,,,,,1.0,0.0,0.0,1.0,23,21
7289,8D,7D,,,,,0.0,1.0,0.0,1.0,15,15
7290,2D,7C,,,,,1.0,1.0,1.0,0.0,13,4
7291,2D,7C,4D,,,,0.0,0.0,1.0,1.0,13,14
7292,2C,9S,,,,,1.0,1.0,1.0,0.0,14,13
7293,2C,9S,3S,,,,0.0,0.0,1.0,1.0,14,21
7294,10D,5C,,,,,1.0,0.0,0.0,1.0,22,12
7295,JS,10H,,,,,0.0,1.0,0.0,1.0,20,12
7296,3C,8D,,,,,1.0,1.0,1.0,0.0,13,20
7297,3C,8D,2D,,,,1.0,0.0,0.0,1.0,22,20
7298,AH,4C,,,,,0.0,1.0,0.0,1.0,15,24
7299,7H,4S,,,,,1.0,1.0,1.0,0.0,14,16
7300,7H,4S,3H,,,,0.0,0.0,1.0,1.0,14,16
7301,2S,7C,,,,,0.0,1.0,0.0,1.0,9,24
7302,8C,3S,,,,,0.0,0.0,1.0,1.0,11,12
7303,6H,5H,,,,,0.0,0.0,1.0,1.0,11,21
7304,5H,10H,,,,,1.0,1.0,1.0,0.0,19,10
7305,5H,10H,4S,,,,0.0,1.0,0.0,1.0,19,29
7306,9D,5C,,,,,1.0,0.0,0.0,1.0,23,7
7307,7S,KC,,,,,0.0,1.0,0.0,1.0,17,10
7308,10S,6S,,,,,1.0,1.0,1.0,0.0,18,8
7309,10S,6S,2S,,,,0.0,1.0,0.0,1.0,18,8
7310,9D,7D,,,,,0.0,1.0,0.0,1.0,16,15
7311,8H,9D,,,,,0.0,1.0,0.0,1.0,17,28
7312,JD,KH,,,,,1.0,0.0,0.0,1.0,26,14
7313,KH,9H,,,,,0.0,1.0,0.0,1.0,19,19
7314,3C,4C,,,,,0.0,1.0,0.0,1.0,7,29
7315,KC,5C,,,,,0.0,0.0,1.0,1.0,15,19
7316,9H,QC,,,,,0.0,1.0,0.0,1.0,19,28
7317,AS,9D,,,,,1.0,1.0,1.0,0.0,20,16
7318,AS,9D,KD,,,,1.0,0.0,0.0,1.0,25,16
7319,8D,3D,,,,,1.0,1.0,1.0,0.0,21,19
7320,6H,7D,,,,,0.0,0.0,1.0,1.0,13,17
7321,AD,4S,,,,,0.0,1.0,0.0,1.0,15,14
7322,KH,QC,,,,,1.0,0.0,0.0,1.0,28,6
7323,2C,3C,,,,,0.0,1.0,0.0,1.0,5,26
7324,3H,10S,,,,,1.0,1.0,1.0,0.0,19,8
7325,3H,10S,6S,,,,1.0,0.0,0.0,1.0,29,8
7326,7S,AD,,,,,1.0,1.0,1.0,0.0,16,15
7327,7S,AD,8C,,,,1.0,1.0,1.0,0.0,19,15
7328,7S,AD,8C,3C,,,0.0,1.0,0.0,1.0,19,15
7329,KD,2D,,,,,0.0,1.0,0.0,1.0,12,24
7330,7C,9D,,,,,1.0,0.0,0.0,1.0,26,18
7331,QH,2H,,,,,0.0,1.0,0.0,1.0,12,27
7332,JC,3C,,,,,1.0,1.0,1.0,0.0,15,17
7333,JC,3C,2D,,,,0.0,0.0,1.0,1.0,15,17
7334,7C,JS,,,,,0.0,0.0,1.0,1.0,17,18
7335,8S,QS,,,,,0.0,1.0,0.0,1.0,18,18
7336,AC,7C,,,,,0.0,1.0,0.0,1.0,18,24
7337,8C,9H,,,,,1.0,1.0,1.0,0.0,20,20
7338,8C,9H,3C,,,,1.0,0.0,0.0,1.0,27,20
7339,AC,3S,,,,,0.0,1.0,0.0,1.0,14,14
7340,6C,JH,,,,,1.0,0.0,0.0,1.0,26,15
7341,2H,7S,,,,,0.0,1.0,0.0,1.0,9,23
7342,JH,KC,,,,,0.0,1.0,0.0,1.0,20,20
7343,8S,QC,,,,,1.0,0.0,0.0,1.0,28,17
7344,3D,2D,,,,,0.0,0.0,1.0,1.0,5,16
7345,JH,6S,,,,,0.0,1.0,0.0,1.0,16,11
7346,6D,4H,,,,,1.0,1.0,1.0,0.0,13,12
7347,6D,4H,3H,,,,1.0,1.0,1.0,0.0,18,12
7348,6D,4H,3H,5H,,,1.0,0.0,0.0,1.0,28,12
7349,7C,AH,,,,,1.0,1.0,1.0,0.0,16,16
7350,7C,AH,8D,,,,1.0,0.0,0.0,1.0,26,16
7351,9C,6D,,,,,1.0,0.0,0.0,1.0,24,17
7352,3C,4H,,,,,0.0,0.0,1.0,1.0,7,19
7353,KD,4S,,,,,1.0,1.0,1.0,0.0,15,18
7354,KD,4S,AD,,,,1.0,1.0,1.0,0.0,20,18
7355,KD,4S,AD,5S,,,0.0,1.0,0.0,1.0,20,23
7356,2C,7C,,,,,0.0,1.0,0.0,1.0,9,27
7357,3C,KS,,,,,1.0,0.0,0.0,1.0,23,14
7358,AS,3S,,,,,0.0,1.0,0.0,1.0,14,11
7359,KC,2S,,,,,1.0,0.0,0.0,1.0,22,15
7360,3D,5S,,,,,0.0,0.0,1.0,1.0,8,16
7361,8S,9D,,,,,0.0,1.0,0.0,1.0,17,24
7362,10D,8H,,,,,0.0,0.0,1.0,1.0,18,19
7363,7S,6H,,,,,1.0,0.0,0.0,1.0,22,7
7364,KS,6H,,,,,1.0,0.0,0.0,1.0,26,10
7365,4H,6H,,,,,1.0,1.0,1.0,0.0,16,15
7366,4H,6H,6S,,,,1.0,1.0,1.0,0.0,17,15
7367,4H,6H,6S,AD,,,1.0,0.0,0.0,1.0,26,15
7368,7C,10C,,,,,1.0,0.0,0.0,1.0,27,10
7369,2S,10C,,,,,1.0,1.0,1.0,0.0,19,9
7370,2S,10C,7D,,,,0.0,1.0,0.0,1.0,19,16
7371,4H,2S,,,,,1.0,1.0,1.0,0.0,16,17
7372,4H,2S,10H,,,,1.0,0.0,0.0,1.0,24,17
7373,JS,3C,,,,,1.0,1.0,1.0,0.0,16,13
7374,JS,3C,3H,,,,0.0,1.0,0.0,1.0,16,24
7375,JS,2H,,,,,0.0,0.0,1.0,1.0,12,20
7376,2D,KD,,,,,1.0,0.0,0.0,1.0,22,14
7377,7C,QH,,,,,0.0,1.0,0.0,1.0,17,13
7378,5S,9H,,,,,0.0,1.0,0.0,1.0,14,22
7379,7H,3D,,,,,1.0,1.0,1.0,0.0,13,13
7380,7H,3D,3S,,,,0.0,1.0,0.0,1.0,13,13
7381,2D,9D,,,,,1.0,1.0,1.0,0.0,21,11
7382,KH,7C,,,,,1.0,0.0,0.0,1.0,27,18
7383,3H,3S,,,,,0.0,1.0,0.0,1.0,6,26
7384,7H,8C,,,,,1.0,0.0,0.0,1.0,25,16
7385,QD,4H,,,,,1.0,0.0,0.0,1.0,24,19
7386,5C,6S,,,,,0.0,0.0,1.0,1.0,11,17
7387,3C,JD,,,,,0.0,1.0,0.0,1.0,13,12
7388,4S,AD,,,,,0.0,1.0,0.0,1.0,15,24
7389,4H,8D,,,,,1.0,1.0,1.0,0.0,14,16
7390,4H,8D,2D,,,,1.0,0.0,0.0,1.0,23,16
7391,4S,8H,,,,,1.0,1.0,1.0,0.0,21,11
7392,7C,4S,,,,,1.0,1.0,1.0,0.0,17,20
7393,7C,4S,6H,,,,1.0,0.0,0.0,1.0,26,20
7394,10H,5S,,,,,1.0,0.0,0.0,1.0,24,17
7395,JS,10S,,,,,0.0,1.0,0.0,1.0,20,14
7396,7C,9H,,,,,1.0,1.0,1.0,0.0,21,7
7397,8D,10D,,,,,1.0,0.0,0.0,1.0,28,7
7398,6H,9H,,,,,1.0,1.0,1.0,0.0,21,16
7399,2C,6S,,,,,0.0,0.0,1.0,1.0,8,20
7400,4S,8H,,,,,1.0,0.0,0.0,1.0,22,12
7401,3C,8H,,,,,0.0,0.0,1.0,1.0,11,20
7402,6C,7D,,,,,1.0,0.0,0.0,1.0,23,12
7403,8C,6C,,,,,1.0,0.0,0.0,1.0,24,14
7404,4S,2S,,,,,1.0,1.0,1.0,0.0,13,16
7405,4S,2S,7C,,,,1.0,0.0,0.0,1.0,23,16
7406,6H,JD,,,,,0.0,1.0,0.0,1.0,16,10
7407,KH,JH,,,,,0.0,1.0,0.0,1.0,20,30
7408,6D,2H,,,,,1.0,1.0,1.0,0.0,18,18
7409,6D,2H,KS,,,,0.0,1.0,0.0,1.0,18,18
7410,4D,10D,,,,,1.0,1.0,1.0,0.0,17,15
7411,4D,10D,3C,,,,0.0,1.0,0.0,1.0,17,29
7412,5H,KS,,,,,0.0,0.0,1.0,1.0,15,21
7413,5S,9S,,,,,1.0,0.0,0.0,1.0,24,18
7414,8C,7S,,,,,0.0,1.0,0.0,1.0,15,24
7415,2D,QH,,,,,1.0,1.0,1.0,0.0,15,18
7416,2D,QH,3S,,,,1.0,0.0,0.0,1.0,22,18
7417,3H,5H,,,,,1.0,1.0,1.0,0.0,12,14
7418,3H,5H,4C,,,,1.0,1.0,1.0,0.0,13,14
7419,3H,5H,4C,AD,,,0.0,0.0,1.0,1.0,13,15
7420,QH,KH,,,,,0.0,1.0,0.0,1.0,20,20
7421,7C,KC,,,,,1.0,0.0,0.0,1.0,22,20
7422,5H,KD,,,,,0.0,1.0,0.0,1.0,15,30
7423,10S,8D,,,,,0.0,1.0,0.0,1.0,18,16
7424,8H,QD,,,,,0.0,0.0,1.0,1.0,18,21
7425,8H,KH,,,,,1.0,0.0,0.0,1.0,26,18
7426,4C,7H,,,,,0.0,1.0,0.0,1.0,11,26
7427,4S,7C,,,,,0.0,1.0,0.0,1.0,11,23
7428,AH,8S,,,,,1.0,1.0,1.0,0.0,19,13
7429,AH,8S,10C,,,,1.0,0.0,0.0,1.0,29,13
7430,7S,KC,,,,,1.0,0.0,0.0,1.0,24,12
7431,7H,KS,,,,,1.0,1.0,1.0,0.0,21,17
7432,3C,8S,,,,,0.0,0.0,1.0,1.0,11,18
7433,KS,9D,,,,,1.0,0.0,0.0,1.0,29,14
7434,2D,10C,,,,,0.0,0.0,1.0,1.0,12,18
7435,6S,7S,,,,,1.0,0.0,0.0,1.0,23,14
7436,3H,5D,,,,,0.0,0.0,1.0,1.0,8,13
7437,3C,6D,,,,,1.0,1.0,1.0,0.0,19,17
7438,3C,6D,JS,,,,0.0,1.0,0.0,1.0,19,27
7439,7S,QS,,,,,0.0,1.0,0.0,1.0,17,13
7440,2C,QC,,,,,1.0,1.0,1.0,0.0,15,11
7441,2C,QC,3S,,,,0.0,0.0,1.0,1.0,15,21
7442,7S,9D,,,,,0.0,0.0,1.0,1.0,16,19
7443,2S,9S,,,,,1.0,1.0,1.0,0.0,20,8
7444,2S,9S,9H,,,,1.0,0.0,0.0,1.0,24,8
7445,JS,JD,,,,,0.0,1.0,0.0,1.0,20,7
7446,AH,9H,,,,,1.0,1.0,1.0,0.0,20,14
7447,AH,9H,JH,,,,1.0,0.0,0.0,1.0,30,14
7448,JS,5D,,,,,0.0,1.0,0.0,1.0,15,24
7449,7S,3D,,,,,1.0,1.0,1.0,0.0,18,14
7450,7S,3D,8D,,,,0.0,1.0,0.0,1.0,18,14
7451,2C,AS,,,,,0.0,1.0,0.0,1.0,13,25
7452,2H,2C,,,,,1.0,1.0,1.0,0.0,14,12
7453,2H,2C,JC,,,,1.0,0.0,0.0,1.0,24,12
7454,8C,AD,,,,,0.0,1.0,0.0,1.0,19,15
7455,5H,7H,,,,,1.0,0.0,0.0,1.0,22,18
7456,KH,6D,,,,,1.0,0.0,0.0,1.0,26,16
7457,AC,7C,,,,,0.0,1.0,0.0,1.0,18,23
7458,AD,7C,,,,,0.0,1.0,0.0,1.0,18,14
7459,3S,QH,,,,,1.0,1.0,1.0,0.0,18,14
7460,3S,QH,5C,,,,0.0,1.0,0.0,1.0,18,23
7461,3D,QD,,,,,1.0,1.0,1.0,0.0,18,11
7462,3D,QD,5C,,,,1.0,0.0,0.0,1.0,27,21
7463,QC,9S,,,,,1.0,0.0,0.0,1.0,29,20
7464,5C,9S,,,,,0.0,0.0,1.0,1.0,14,17
7465,AH,6S,,,,,0.0,0.0,1.0,1.0,17,13
7466,10C,4D,,,,,1.0,1.0,1.0,0.0,21,17
7467,7S,3D,,,,,0.0,0.0,1.0,1.0,10,20
7468,10H,10D,,,,,1.0,0.0,0.0,1.0,24,8
7469,10C,10H,,,,,0.0,1.0,0.0,1.0,20,8
7470,7D,JC,,,,,1.0,0.0,0.0,1.0,22,17
7471,6D,4C,,,,,0.0,1.0,0.0,1.0,10,30
7472,8S,6H,,,,,1.0,0.0,0.0,1.0,24,6
7473,8H,5C,,,,,1.0,1.0,1.0,0.0,19,11
7474,8H,5C,6C,,,,0.0,1.0,0.0,1.0,19,12
7475,4D,KC,,,,,1.0,1.0,1.0,0.0,20,9
7476,4D,KC,6D,,,,0.0,1.0,0.0,1.0,20,24
7477,9S,QC,,,,,1.0,0.0,0.0,1.0,24,21
7478,QS,3S,,,,,0.0,0.0,1.0,1.0,13,19
7479,7D,7C,,,,,1.0,0.0,0.0,1.0,24,19
7480,QC,6C,,,,,1.0,0.0,0.0,1.0,25,20
7481,7S,4C,,,,,0.0,0.0,1.0,1.0,11,13
7482,QD,3H,,,,,1.0,0.0,0.0,1.0,23,6
7483,2H,JD,,,,,0.0,1.0,0.0,1.0,12,11
7484,8C,QC,,,,,1.0,0.0,0.0,1.0,26,15
7485,JC,7H,,,,,0.0,1.0,0.0,1.0,17,17
7486,6C,9S,,,,,0.0,1.0,0.0,1.0,15,27
7487,JH,7S,,,,,1.0,0.0,0.0,1.0,24,11
7488,3C,4D,,,,,0.0,0.0,1.0,1.0,7,12
7489,4S,QS,,,,,0.0,0.0,1.0,1.0,14,21
7490,4C,2D,,,,,1.0,1.0,1.0,0.0,15,14
7491,4C,2D,9H,,,,1.0,0.0,0.0,1.0,25,14
7492,6S,AD,,,,,1.0,1.0,1.0,0.0,17,8
7493,6S,AD,10D,,,,1.0,0.0,0.0,1.0,27,18
7494,3D,JC,,,,,0.0,0.0,1.0,1.0,13,15
7495,7C,6H,,,,,0.0,0.0,1.0,1.0,13,15
7496,3C,6C,,,,,0.0,0.0,1.0,1.0,9,17
7497,4S,JH,,,,,0.0,1.0,0.0,1.0,14,24
7498,6S,AH,,,,,0.0,1.0,0.0,1.0,17,22
7499,JH,4C,,,,,1.0,0.0,0.0,1.0,24,8
7500,8D,AH,,,,,1.0,1.0,1.0,0.0,19,12
7501,8D,AH,QC,,,,1.0,0.0,0.0,1.0,27,12
7502,KH,3H,,,,,1.0,0.0,0.0,1.0,22,10
7503,10H,8H,,,,,0.0,1.0,0.0,1.0,18,22
7504,QS,2S,,,,,1.0,0.0,0.0,1.0,22,16
7505,QS,9S,,,,,1.0,0.0,0.0,1.0,22,10
7506,8S,4S,,,,,0.0,0.0,1.0,1.0,12,18
7507,3S,JD,,,,,0.0,0.0,1.0,1.0,13,20
7508,9D,2S,,,,,0.0,1.0,0.0,1.0,11,27
7509,JD,2D,,,,,1.0,0.0,0.0,1.0,22,12
7510,JS,6C,,,,,1.0,0.0,0.0,1.0,25,13
7511,6D,10S,,,,,0.0,0.0,1.0,1.0,16,21
7512,2H,9C,,,,,0.0,1.0,0.0,1.0,11,25
7513,6S,6C,,,,,0.0,1.0,0.0,1.0,12,30
7514,8D,4H,,,,,1.0,1.0,1.0,0.0,15,20
7515,8D,4H,3C,,,,0.0,0.0,1.0,1.0,15,20
7516,7S,AC,,,,,0.0,1.0,0.0,1.0,18,9
7517,QC,7C,,,,,0.0,1.0,0.0,1.0,17,22
7518,2D,4H,,,,,0.0,1.0,0.0,1.0,6,23
7519,3C,JH,,,,,1.0,0.0,0.0,1.0,23,12
7520,AC,8S,,,,,0.0,1.0,0.0,1.0,19,15
7521,6H,8D,,,,,0.0,0.0,1.0,1.0,14,17
7522,10H,3D,,,,,1.0,0.0,0.0,1.0,22,13
7523,QS,3S,,,,,0.0,0.0,1.0,1.0,13,18
7524,JC,9S,,,,,0.0,1.0,0.0,1.0,19,16
7525,JC,KC,,,,,1.0,0.0,0.0,1.0,30,12
7526,3C,5H,,,,,1.0,1.0,1.0,0.0,10,12
7527,3C,5H,2S,,,,1.0,1.0,1.0,0.0,11,12
7528,JS,2S,,,,,0.0,0.0,1.0,1.0,12,14
7529,4C,JS,,,,,1.0,1.0,1.0,0.0,16,7
7530,4C,JS,2S,,,,0.0,1.0,0.0,1.0,16,7
7531,4S,AC,,,,,0.0,1.0,0.0,1.0,15,27
7532,5H,KH,,,,,1.0,0.0,0.0,1.0,25,11
7533,JD,6D,,,,,1.0,0.0,0.0,1.0,25,17
7534,KH,3S,,,,,1.0,1.0,1.0,0.0,17,8
7535,KH,3S,4H,,,,0.0,0.0,1.0,1.0,17,19
7536,6S,7H,,,,,0.0,1.0,0.0,1.0,13,24
7537,5C,7H,,,,,0.0,0.0,1.0,1.0,12,17
7538,8D,3S,,,,,1.0,1.0,1.0,0.0,19,9
7539,8D,3S,8S,,,,0.0,1.0,0.0,1.0,19,30
7540,2S,QC,,,,,0.0,1.0,0.0,1.0,12,30
7541,2C,4D,,,,,0.0,1.0,0.0,1.0,6,22
7542,KC,7H,,,,,0.0,1.0,0.0,1.0,17,30
7543,KC,9C,,,,,1.0,1.0,1.0,0.0,20,12
7544,KC,9C,AD,,,,0.0,1.0,0.0,1.0,20,15
7545,9D,9S,,,,,0.0,1.0,0.0,1.0,18,17
7546,3D,KS,,,,,0.0,0.0,1.0,1.0,13,15
7547,5H,6C,,,,,1.0,1.0,1.0,0.0,21,20
7548,10C,KH,,,,,1.0,0.0,0.0,1.0,23,15
7549,5C,KC,,,,,0.0,1.0,0.0,1.0,15,15
7550,5H,AH,,,,,1.0,1.0,1.0,0.0,16,14
7551,5H,AH,10H,,,,0.0,1.0,0.0,1.0,16,14
7552,4S,5D,,,,,0.0,1.0,0.0,1.0,9,9
7553,JS,5D,,,,,1.0,0.0,0.0,1.0,25,13
7554,8H,AH,,,,,0.0,1.0,0.0,1.0,19,22
7555,7S,10C,,,,,1.0,1.0,1.0,0.0,20,13
7556,7S,10C,3D,,,,1.0,0.0,0.0,1.0,23,13
7557,3S,KD,,,,,1.0,0.0,0.0,1.0,23,14
7558,2H,3C,,,,,0.0,0.0,1.0,1.0,5,20
7559,3C,AC,,,,,0.0,1.0,0.0,1.0,14,25
7560,2S,7D,,,,,1.0,1.0,1.0,0.0,19,17
7561,2S,7D,JD,,,,0.0,1.0,0.0,1.0,19,17
7562,KC,JD,,,,,1.0,0.0,0.0,1.0,24,18
7563,QC,6S,,,,,1.0,0.0,0.0,1.0,26,10
7564,8C,AS,,,,,1.0,1.0,1.0,0.0,16,5
7565,8C,AS,7H,,,,1.0,1.0,1.0,0.0,18,5
7566,8C,AS,7H,2H,,,0.0,1.0,0.0,1.0,18,5
7567,9C,AD,,,,,0.0,1.0,0.0,1.0,20,13
7568,6D,3S,,,,,0.0,1.0,0.0,1.0,9,9
7569,10C,7H,,,,,0.0,1.0,0.0,1.0,17,25
7570,QC,4D,,,,,0.0,1.0,0.0,1.0,14,9
7571,5H,9S,,,,,0.0,1.0,0.0,1.0,14,9
7572,9D,2H,,,,,1.0,1.0,1.0,0.0,18,6
7573,9D,2H,7C,,,,0.0,1.0,0.0,1.0,18,17
7574,AC,9H,,,,,0.0,1.0,0.0,1.0,20,12
7575,3S,QH,,,,,0.0,1.0,0.0,1.0,13,25
7576,10S,8C,,,,,1.0,0.0,0.0,1.0,27,20
7577,3C,AC,,,,,1.0,1.0,1.0,0.0,14,11
7578,3C,AC,QC,,,,0.0,1.0,0.0,1.0,14,11
7579,JS,JD,,,,,0.0,1.0,0.0,1.0,20,11
7580,9S,QH,,,,,1.0,1.0,1.0,0.0,21,7
7581,JC,8C,,,,,1.0,0.0,0.0,1.0,28,11
7582,AH,2S,,,,,0.0,0.0,1.0,1.0,13,17
7583,4S,4C,,,,,1.0,1.0,1.0,0.0,13,12
7584,4S,4C,5H,,,,1.0,1.0,1.0,0.0,16,12
7585,4S,4C,5H,3S,,,0.0,1.0,0.0,1.0,16,22
