,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
5517,QS,KS,,,,,1.0,0.0,0.0,1.0,30,12
5518,AH,3S,,,,,1.0,1.0,1.0,0.0,12,14
5519,AH,3S,8H,,,,1.0,0.0,0.0,1.0,22,14
5520,JC,QH,,,,,1.0,0.0,0.0,1.0,26,17
5521,9C,5C,,,,,0.0,0.0,1.0,1.0,14,21
5522,2C,JD,,,,,1.0,1.0,1.0,0.0,19,18
5523,2C,JD,7H,,,,1.0,0.0,0.0,1.0,24,18
5524,9D,2D,,,,,0.0,0.0,1.0,1.0,11,14
5525,2H,AS,,,,,0.0,0.0,1.0,1.0,13,15
5526,8H,8C,,,,,0.0,1.0,0.0,1.0,16,24
5527,QC,2D,,,,,0.0,0.0,1.0,1.0,12,18
5528,AD,8S,,,,,1.0,1.0,1.0,0.0,17,14
5529,AD,8S,8C,,,,1.0,0.0,0.0,1.0,26,14
5530,3C,9D,,,,,1.0,1.0,1.0,0.0,19,12
5531,3C,9D,7C,,,,0.0,1.0,0.0,1.0,19,24
5532,5C,10S,,,,,1.0,0.0,0.0,1.0,24,15
5533,9S,AH,,,,,0.0,0.0,1.0,1.0,20,21
5534,JC,2H,,,,,1.0,1.0,1.0,0.0,18,7
5535,JC,2H,6S,,,,0.0,1.0,0.0,1.0,18,26
5536,5H,2S,,,,,0.0,0.0,1.0,1.0,7,20
5537,2D,KD,,,,,1.0,1.0,1.0,0.0,20,13
5538,2D,KD,8C,,,,1.0,0.0,0.0,1.0,30,13
5539,7D,9D,,,,,0.0,0.0,1.0,1.0,16,18
5540,7C,10H,,,,,1.0,0.0,0.0,1.0,27,11
5541,QH,10C,,,,,1.0,0.0,0.0,1.0,27,12
5542,3D,5D,,,,,0.0,0.0,1.0,1.0,8,18
5543,2C,3C,,,,,1.0,1.0,1.0,0.0,8,17
5544,2C,3C,3D,,,,1.0,1.0,1.0,0.0,18,17
5545,2C,3C,3D,KS,,,0.0,1.0,0.0,1.0,18,27
5546,KC,6S,,,,,0.0,0.0,1.0,1.0,16,18
5547,5S,4D,,,,,1.0,1.0,1.0,0.0,19,6
5548,5S,4D,JC,,,,1.0,0.0,0.0,1.0,27,6
5549,JC,10H,,,,,1.0,0.0,0.0,1.0,25,21
5550,3H,4D,,,,,1.0,1.0,1.0,0.0,13,3
5551,3H,4D,6D,,,,1.0,0.0,0.0,1.0,23,13
5552,9S,6D,,,,,1.0,1.0,1.0,0.0,18,10
5553,9S,6D,3D,,,,0.0,0.0,1.0,1.0,18,19
5554,JC,2H,,,,,1.0,1.0,1.0,0.0,21,12
5555,QD,3D,,,,,1.0,1.0,1.0,0.0,20,6
5556,QD,3D,7H,,,,0.0,1.0,0.0,1.0,20,24
5557,9D,9H,,,,,0.0,1.0,0.0,1.0,18,27
5558,JD,JC,,,,,1.0,0.0,0.0,1.0,22,14
5559,JC,10S,,,,,0.0,1.0,0.0,1.0,20,28
5560,7D,4D,,,,,1.0,1.0,1.0,0.0,19,20
5561,7D,4D,8C,,,,1.0,0.0,0.0,1.0,24,20
5562,5H,QD,,,,,1.0,1.0,1.0,0.0,17,14
5563,5H,QD,2H,,,,0.0,1.0,0.0,1.0,17,27
5564,8S,5H,,,,,1.0,1.0,1.0,0.0,19,15
5565,8S,5H,6D,,,,0.0,1.0,0.0,1.0,19,25
5566,2D,5D,,,,,1.0,1.0,1.0,0.0,17,20
5567,2D,5D,JD,,,,1.0,0.0,0.0,1.0,25,20
5568,3D,5S,,,,,0.0,0.0,1.0,1.0,8,14
5569,6S,5H,,,,,1.0,1.0,1.0,0.0,21,15
5570,AH,8H,,,,,1.0,1.0,1.0,0.0,19,17
5571,AH,8H,JC,,,,0.0,1.0,0.0,1.0,19,22
5572,QH,3H,,,,,0.0,0.0,1.0,1.0,13,18
5573,AS,5S,,,,,0.0,1.0,0.0,1.0,16,22
5574,10C,8H,,,,,0.0,0.0,1.0,1.0,18,19
5575,6C,4D,,,,,0.0,0.0,1.0,1.0,10,16
5576,4H,AD,,,,,0.0,0.0,1.0,1.0,15,18
5577,8C,JC,,,,,0.0,1.0,0.0,1.0,18,22
5578,2C,2H,,,,,0.0,0.0,1.0,1.0,4,19
5579,3C,KD,,,,,1.0,1.0,1.0,0.0,14,13
5580,3C,KD,AH,,,,1.0,1.0,1.0,0.0,16,13
5581,3C,KD,AH,2S,,,1.0,0.0,0.0,1.0,24,13
5582,JS,7C,,,,,0.0,1.0,0.0,1.0,17,23
5583,7S,2C,,,,,0.0,0.0,1.0,1.0,9,14
5584,2H,9H,,,,,0.0,0.0,1.0,1.0,11,20
5585,6D,AC,,,,,0.0,1.0,0.0,1.0,17,25
5586,QC,9S,,,,,0.0,0.0,1.0,1.0,19,21
5587,3S,10C,,,,,1.0,0.0,0.0,1.0,23,21
5588,JD,8C,,,,,1.0,0.0,0.0,1.0,24,20
5589,10S,KC,,,,,1.0,0.0,0.0,1.0,29,18
5590,2H,7C,,,,,0.0,0.0,1.0,1.0,9,10
5591,2C,3S,,,,,1.0,1.0,1.0,0.0,6,12
5592,2C,3S,AH,,,,0.0,0.0,1.0,1.0,16,17
5593,10D,6S,,,,,0.0,0.0,1.0,1.0,16,19
5594,JD,QH,,,,,1.0,0.0,0.0,1.0,28,12
5595,QC,5H,,,,,0.0,0.0,1.0,1.0,15,19
5596,7S,4C,,,,,0.0,0.0,1.0,1.0,11,20
5597,KS,4H,,,,,1.0,1.0,1.0,0.0,17,2
5598,KS,4H,3S,,,,1.0,0.0,0.0,1.0,24,12
5599,KC,7D,,,,,1.0,0.0,0.0,1.0,27,15
5600,7D,JH,,,,,0.0,1.0,0.0,1.0,17,23
5601,10C,8D,,,,,1.0,0.0,0.0,1.0,28,9
5602,2C,6C,,,,,1.0,1.0,1.0,0.0,9,14
5603,2C,6C,AC,,,,0.0,1.0,0.0,1.0,19,24
5604,2C,6H,,,,,0.0,0.0,1.0,1.0,8,18
5605,9S,8D,,,,,0.0,1.0,0.0,1.0,17,24
5606,QS,5D,,,,,1.0,1.0,1.0,0.0,16,13
5607,QS,5D,AH,,,,0.0,1.0,0.0,1.0,16,22
5608,2C,10S,,,,,1.0,1.0,1.0,0.0,19,8
5609,2C,10S,7S,,,,0.0,1.0,0.0,1.0,19,25
5610,KC,4S,,,,,0.0,0.0,1.0,1.0,14,15
5611,KC,8C,,,,,0.0,1.0,0.0,1.0,18,23
5612,2H,AC,,,,,0.0,0.0,1.0,1.0,13,16
5613,8C,8H,,,,,1.0,1.0,1.0,0.0,18,11
5614,8C,8H,2H,,,,0.0,0.0,1.0,1.0,18,21
5615,AD,AS,,,,,1.0,1.0,1.0,0.0,12,16
5616,AD,AS,10H,,,,1.0,1.0,1.0,0.0,21,16
5617,7D,AS,,,,,1.0,1.0,1.0,0.0,13,12
5618,7D,AS,5S,,,,0.0,0.0,1.0,1.0,13,20
5619,JC,8D,,,,,1.0,0.0,0.0,1.0,28,18
5620,KD,5H,,,,,0.0,0.0,1.0,1.0,15,17
5621,7H,4D,,,,,1.0,1.0,1.0,0.0,21,15
5622,QH,5S,,,,,1.0,1.0,1.0,0.0,19,12
5623,QH,5S,4S,,,,1.0,0.0,0.0,1.0,25,12
5624,10C,10H,,,,,1.0,1.0,1.0,0.0,21,19
5625,2D,8H,,,,,1.0,1.0,1.0,0.0,13,17
5626,2D,8H,3D,,,,1.0,1.0,1.0,0.0,16,17
5627,2D,8H,3D,3H,,,1.0,1.0,1.0,0.0,21,17
5628,5C,4C,,,,,1.0,1.0,1.0,0.0,14,19
5629,5C,4C,5S,,,,1.0,1.0,1.0,0.0,20,19
5630,5C,4C,5S,6H,,,1.0,0.0,0.0,1.0,22,19
5631,4C,KS,,,,,1.0,1.0,1.0,0.0,19,16
5632,4C,KS,5D,,,,1.0,1.0,1.0,0.0,20,16
5633,4C,KS,5D,AC,,,1.0,0.0,0.0,1.0,29,16
5634,7S,6D,,,,,0.0,0.0,1.0,1.0,13,14
5635,4H,AC,,,,,1.0,1.0,1.0,0.0,10,6
5636,4H,AC,5H,,,,0.0,1.0,0.0,1.0,20,22
5637,9S,KH,,,,,1.0,0.0,0.0,1.0,29,12
5638,2S,4S,,,,,1.0,1.0,1.0,0.0,14,13
5639,2S,4S,8S,,,,0.0,0.0,1.0,1.0,14,18
5640,9S,10S,,,,,1.0,0.0,0.0,1.0,29,13
5641,10S,4S,,,,,0.0,1.0,0.0,1.0,14,23
5642,3H,AD,,,,,1.0,1.0,1.0,0.0,13,12
5643,3H,AD,9H,,,,0.0,0.0,1.0,1.0,13,19
5644,QH,9C,,,,,0.0,0.0,1.0,1.0,19,21
5645,5C,2H,,,,,1.0,1.0,1.0,0.0,14,11
5646,5C,2H,7C,,,,1.0,1.0,1.0,0.0,18,11
5647,5C,2H,7C,4C,,,0.0,0.0,1.0,1.0,18,21
5648,2S,8H,,,,,1.0,1.0,1.0,0.0,20,10
5649,2S,8H,10C,,,,0.0,1.0,0.0,1.0,20,30
5650,QS,QD,,,,,0.0,1.0,0.0,1.0,20,22
5651,9D,8D,,,,,0.0,0.0,1.0,1.0,17,18
5652,KD,8D,,,,,1.0,0.0,0.0,1.0,25,8
5653,QS,2D,,,,,0.0,0.0,1.0,1.0,12,17
5654,6D,7D,,,,,0.0,0.0,1.0,1.0,13,20
5655,AH,6D,,,,,0.0,0.0,1.0,1.0,17,21
5656,7D,JD,,,,,0.0,0.0,1.0,1.0,17,20
5657,6D,4S,,,,,1.0,1.0,1.0,0.0,16,19
5658,6D,4S,6S,,,,1.0,0.0,0.0,1.0,26,19
5659,7S,8C,,,,,0.0,1.0,0.0,1.0,15,24
5660,10C,4C,,,,,1.0,1.0,1.0,0.0,20,15
5661,10C,4C,6C,,,,1.0,0.0,0.0,1.0,26,15
5662,6D,6C,,,,,0.0,0.0,1.0,1.0,12,21
5663,2C,3S,,,,,1.0,1.0,1.0,0.0,14,12
5664,2C,3S,9C,,,,0.0,1.0,0.0,1.0,14,22
5665,QS,7D,,,,,0.0,0.0,1.0,1.0,17,18
5666,JD,4H,,,,,0.0,0.0,1.0,1.0,14,16
5667,QS,QC,,,,,1.0,0.0,0.0,1.0,28,11
5668,2D,7S,,,,,0.0,0.0,1.0,1.0,9,11
5669,8D,JC,,,,,0.0,0.0,1.0,1.0,18,19
5670,8S,QS,,,,,0.0,0.0,1.0,1.0,18,21
5671,7H,4S,,,,,0.0,0.0,1.0,1.0,11,17
5672,JC,2C,,,,,1.0,1.0,1.0,0.0,19,7
5673,JC,2C,7H,,,,0.0,1.0,0.0,1.0,19,27
5674,6H,KS,,,,,1.0,0.0,0.0,1.0,26,14
5675,JD,2H,,,,,0.0,0.0,1.0,1.0,12,15
5676,9S,2S,,,,,0.0,0.0,1.0,1.0,11,20
5677,8C,5D,,,,,0.0,0.0,1.0,1.0,13,14
5678,2S,6H,,,,,1.0,1.0,1.0,0.0,12,7
5679,2S,6H,4D,,,,1.0,1.0,1.0,0.0,20,7
5680,2S,6H,4D,8S,,,1.0,0.0,0.0,1.0,24,7
5681,QS,4H,,,,,0.0,0.0,1.0,1.0,14,16
5682,4S,2H,,,,,1.0,1.0,1.0,0.0,16,10
5683,4S,2H,JD,,,,0.0,1.0,0.0,1.0,16,26
5684,2S,8H,,,,,1.0,1.0,1.0,0.0,13,14
5685,2S,8H,3C,,,,0.0,0.0,1.0,1.0,13,14
5686,AH,5H,,,,,1.0,1.0,1.0,0.0,13,11
5687,AH,5H,7S,,,,0.0,0.0,1.0,1.0,13,17
5688,9D,KC,,,,,0.0,1.0,0.0,1.0,19,24
5689,6S,5D,,,,,0.0,0.0,1.0,1.0,11,14
5690,QC,10C,,,,,0.0,0.0,1.0,1.0,20,21
5691,9S,5H,,,,,1.0,0.0,0.0,1.0,22,18
5692,2C,6C,,,,,0.0,0.0,1.0,1.0,8,14
5693,8C,2D,,,,,0.0,0.0,1.0,1.0,10,21
5694,2D,9S,,,,,0.0,0.0,1.0,1.0,11,13
5695,9S,AC,,,,,0.0,1.0,0.0,1.0,20,22
5696,3D,4H,,,,,0.0,0.0,1.0,1.0,7,16
5697,4S,3S,,,,,0.0,0.0,1.0,1.0,7,19
5698,4D,3S,,,,,0.0,0.0,1.0,1.0,7,16
5699,2H,AH,,,,,1.0,1.0,1.0,0.0,13,20
5700,2H,AH,10D,,,,0.0,0.0,1.0,1.0,13,20
5701,KD,2C,,,,,1.0,1.0,1.0,0.0,14,17
5702,KD,2C,2H,,,,1.0,1.0,1.0,0.0,20,17
5703,KD,2C,2H,6D,,,0.0,1.0,0.0,1.0,20,26
5704,9S,5C,,,,,0.0,0.0,1.0,1.0,14,15
5705,4D,4S,,,,,1.0,1.0,1.0,0.0,12,7
5706,4D,4S,4C,,,,0.0,0.0,1.0,1.0,12,17
5707,10H,7C,,,,,0.0,0.0,1.0,1.0,17,20
5708,5C,9S,,,,,0.0,0.0,1.0,1.0,14,15
5709,2D,QS,,,,,0.0,0.0,1.0,1.0,12,16
5710,3S,JC,,,,,1.0,1.0,1.0,0.0,16,11
5711,3S,JC,3D,,,,1.0,0.0,0.0,1.0,25,11
5712,9H,10H,,,,,0.0,1.0,0.0,1.0,19,27
5713,4S,AD,,,,,1.0,1.0,1.0,0.0,6,17
5714,4S,AD,AH,,,,1.0,1.0,1.0,0.0,8,17
5715,4S,AD,AH,2S,,,0.0,1.0,0.0,1.0,18,24
5716,5H,7D,,,,,0.0,0.0,1.0,1.0,12,20
5717,5C,3H,,,,,0.0,0.0,1.0,1.0,8,10
5718,2S,5H,,,,,1.0,1.0,1.0,0.0,12,14
5719,2S,5H,5D,,,,0.0,0.0,1.0,1.0,12,14
5720,KD,10D,,,,,1.0,0.0,0.0,1.0,26,8
5721,5H,2D,,,,,1.0,1.0,1.0,0.0,13,8
5722,5H,2D,6S,,,,1.0,1.0,1.0,0.0,15,8
5723,5H,2D,6S,2C,,,0.0,0.0,1.0,1.0,15,18
5724,KC,6H,,,,,0.0,0.0,1.0,1.0,16,18
5725,3D,2S,,,,,1.0,1.0,1.0,0.0,8,19
5726,3D,2S,3H,,,,1.0,1.0,1.0,0.0,16,19
5727,3D,2S,3H,8C,,,1.0,0.0,0.0,1.0,26,19
5728,4S,9D,,,,,1.0,1.0,1.0,0.0,19,10
5729,4S,9D,6C,,,,1.0,0.0,0.0,1.0,22,10
5730,7S,6C,,,,,1.0,0.0,0.0,1.0,22,17
5731,10H,3S,,,,,0.0,0.0,1.0,1.0,13,20
5732,8H,4C,,,,,0.0,0.0,1.0,1.0,12,16
5733,AH,9C,,,,,1.0,1.0,1.0,0.0,18,3
5734,AH,9C,8H,,,,0.0,0.0,1.0,1.0,18,20
5735,JS,9D,,,,,1.0,0.0,0.0,1.0,23,14
5736,4C,4D,,,,,1.0,1.0,1.0,0.0,9,9
5737,4C,4D,AS,,,,1.0,1.0,1.0,0.0,19,9
5738,4C,4D,AS,10D,,,0.0,1.0,0.0,1.0,19,26
5739,AH,4S,,,,,0.0,0.0,1.0,1.0,15,18
5740,KD,8S,,,,,0.0,1.0,0.0,1.0,18,24
5741,AD,9S,,,,,1.0,1.0,1.0,0.0,12,17
5742,AD,9S,2D,,,,1.0,0.0,0.0,1.0,22,17
5743,AS,4D,,,,,1.0,1.0,1.0,0.0,11,18
5744,4S,KH,,,,,1.0,1.0,1.0,0.0,17,14
5745,4S,KH,3S,,,,0.0,1.0,0.0,1.0,17,24
5746,10C,8D,,,,,1.0,0.0,0.0,1.0,24,10
5747,9H,JH,,,,,1.0,0.0,0.0,1.0,29,15
5748,4D,2H,,,,,1.0,1.0,1.0,0.0,8,3
5749,4D,2H,2S,,,,1.0,1.0,1.0,0.0,17,3
5750,4D,2H,2S,9S,,,1.0,0.0,0.0,1.0,25,13
5751,4H,AD,,,,,0.0,0.0,1.0,1.0,15,20
5752,7H,AC,,,,,0.0,1.0,0.0,1.0,18,23
5753,2S,QC,,,,,1.0,1.0,1.0,0.0,13,11
5754,2S,QC,AC,,,,1.0,1.0,1.0,0.0,18,11
5755,2S,QC,AC,5H,,,0.0,0.0,1.0,1.0,18,21
5756,QH,2D,,,,,0.0,0.0,1.0,1.0,12,20
5757,5C,AH,,,,,0.0,0.0,1.0,1.0,16,19
5758,9D,AH,,,,,0.0,1.0,0.0,1.0,20,24
5759,7S,3H,,,,,1.0,1.0,1.0,0.0,16,11
5760,7S,3H,6H,,,,1.0,1.0,1.0,0.0,21,11
5761,10C,9H,,,,,1.0,0.0,0.0,1.0,29,6
5762,5D,4C,,,,,1.0,1.0,1.0,0.0,11,10
5763,5D,4C,2S,,,,1.0,1.0,1.0,0.0,21,10
5764,7D,3S,,,,,0.0,0.0,1.0,1.0,10,14
5765,4C,KC,,,,,0.0,0.0,1.0,1.0,14,20
5766,5D,3S,,,,,1.0,1.0,1.0,0.0,18,12
5767,5D,3S,10C,,,,0.0,1.0,0.0,1.0,18,22
5768,10H,KC,,,,,0.0,1.0,0.0,1.0,20,27
5769,4D,AC,,,,,0.0,0.0,1.0,1.0,15,17
5770,KC,9S,,,,,0.0,1.0,0.0,1.0,19,26
5771,7C,10S,,,,,0.0,0.0,1.0,1.0,17,21
5772,5C,QS,,,,,1.0,0.0,0.0,1.0,25,13
5773,8C,7D,,,,,0.0,0.0,1.0,1.0,15,19
5774,2C,7H,,,,,1.0,1.0,1.0,0.0,19,20
5775,2C,7H,10S,,,,0.0,0.0,1.0,1.0,19,20
5776,QS,7C,,,,,0.0,1.0,0.0,1.0,17,26
5777,9S,QD,,,,,1.0,0.0,0.0,1.0,24,13
5778,9C,JD,,,,,1.0,0.0,0.0,1.0,29,17
5779,10C,8C,,,,,0.0,1.0,0.0,1.0,18,23
5780,JC,10C,,,,,1.0,0.0,0.0,1.0,30,9
5781,10D,3H,,,,,1.0,1.0,1.0,0.0,16,18
5782,10D,3H,3S,,,,0.0,0.0,1.0,1.0,16,18
5783,QC,3D,,,,,0.0,0.0,1.0,1.0,13,16
5784,6D,9S,,,,,0.0,0.0,1.0,1.0,15,20
5785,KS,8S,,,,,0.0,1.0,0.0,1.0,18,22
5786,KD,8D,,,,,0.0,0.0,1.0,1.0,18,21
5787,2D,10S,,,,,0.0,0.0,1.0,1.0,12,16
5788,3D,KH,,,,,1.0,1.0,1.0,0.0,15,9
5789,3D,KH,2S,,,,0.0,0.0,1.0,1.0,15,19
5790,JD,10C,,,,,1.0,0.0,0.0,1.0,23,14
5791,7C,5H,,,,,1.0,1.0,1.0,0.0,14,5
5792,7C,5H,2C,,,,1.0,0.0,0.0,1.0,22,15
5793,9S,2S,,,,,1.0,1.0,1.0,0.0,17,5
5794,9S,2S,6H,,,,0.0,0.0,1.0,1.0,17,18
5795,JD,2D,,,,,1.0,1.0,1.0,0.0,21,13
5796,2S,3H,,,,,0.0,0.0,1.0,1.0,5,21
5797,AD,AH,,,,,1.0,1.0,1.0,0.0,12,4
5798,AD,AH,KS,,,,0.0,0.0,1.0,1.0,12,14
5799,KS,9H,,,,,0.0,0.0,1.0,1.0,19,20
5800,AH,8C,,,,,0.0,1.0,0.0,1.0,19,29
5801,5D,4D,,,,,1.0,1.0,1.0,0.0,17,14
5802,5D,4D,8D,,,,1.0,0.0,0.0,1.0,25,14
5803,2C,8C,,,,,0.0,0.0,1.0,1.0,10,12
5804,AS,8H,,,,,0.0,1.0,0.0,1.0,19,24
5805,5D,10S,,,,,0.0,0.0,1.0,1.0,15,20
5806,5S,6H,,,,,1.0,1.0,1.0,0.0,15,20
5807,5S,6H,4H,,,,1.0,0.0,0.0,1.0,22,20
5808,6S,9H,,,,,1.0,1.0,1.0,0.0,21,11
5809,KD,QC,,,,,0.0,1.0,0.0,1.0,20,24
5810,6H,3H,,,,,0.0,0.0,1.0,1.0,9,11
5811,QS,9D,,,,,0.0,1.0,0.0,1.0,19,26
5812,3D,QC,,,,,0.0,0.0,1.0,1.0,13,19
5813,QC,10H,,,,,0.0,1.0,0.0,1.0,20,25
5814,9S,5H,,,,,1.0,0.0,0.0,1.0,24,6
5815,6S,10S,,,,,1.0,0.0,0.0,1.0,26,17
5816,3C,AD,,,,,1.0,1.0,1.0,0.0,12,18
5817,3C,AD,8C,,,,1.0,0.0,0.0,1.0,22,18
5818,7H,8C,,,,,0.0,0.0,1.0,1.0,15,17
5819,KC,6S,,,,,0.0,1.0,0.0,1.0,16,23
5820,6H,3C,,,,,0.0,0.0,1.0,1.0,9,18
5821,5H,QC,,,,,1.0,0.0,0.0,1.0,25,16
5822,JD,QD,,,,,0.0,1.0,0.0,1.0,20,24
5823,3C,10S,,,,,0.0,0.0,1.0,1.0,13,15
5824,QH,7H,,,,,0.0,0.0,1.0,1.0,17,18
5825,3H,4H,,,,,1.0,1.0,1.0,0.0,17,6
5826,3H,4H,10H,,,,0.0,1.0,0.0,1.0,17,26
5827,5S,3D,,,,,1.0,1.0,1.0,0.0,18,10
5828,5S,3D,QS,,,,1.0,1.0,1.0,0.0,19,10
5829,5S,3D,QS,AD,,,0.0,0.0,1.0,1.0,19,20
5830,3S,8H,,,,,0.0,0.0,1.0,1.0,11,20
5831,JC,10S,,,,,1.0,0.0,0.0,1.0,30,18
5832,7S,QH,,,,,0.0,0.0,1.0,1.0,17,18
5833,7D,9H,,,,,0.0,0.0,1.0,1.0,16,17
5834,3S,KC,,,,,0.0,0.0,1.0,1.0,13,18
5835,10C,4H,,,,,0.0,0.0,1.0,1.0,14,19
5836,AS,8C,,,,,1.0,1.0,1.0,0.0,16,11
5837,AS,8C,7H,,,,0.0,0.0,1.0,1.0,16,20
5838,8D,5C,,,,,0.0,0.0,1.0,1.0,13,14
5839,QD,QC,,,,,1.0,0.0,0.0,1.0,23,21
5840,QS,KS,,,,,1.0,1.0,1.0,0.0,21,10
5841,KS,6D,,,,,0.0,0.0,1.0,1.0,16,20
5842,QC,5S,,,,,0.0,0.0,1.0,1.0,15,17
5843,7D,7H,,,,,1.0,0.0,0.0,1.0,24,19
5844,4C,KS,,,,,1.0,0.0,0.0,1.0,24,19
5845,JC,JD,,,,,1.0,0.0,0.0,1.0,23,17
5846,KH,6D,,,,,0.0,1.0,0.0,1.0,16,24
5847,4C,10D,,,,,1.0,1.0,1.0,0.0,21,8
5848,AH,3D,,,,,0.0,0.0,1.0,1.0,14,20
5849,7D,AS,,,,,1.0,1.0,1.0,0.0,18,15
5850,7D,AS,KD,,,,1.0,0.0,0.0,1.0,26,15
5851,KD,10D,,,,,1.0,0.0,0.0,1.0,30,19
5852,8C,9C,,,,,0.0,0.0,1.0,1.0,17,21
5853,9C,7H,,,,,1.0,1.0,1.0,0.0,17,13
5854,9C,7H,AC,,,,0.0,0.0,1.0,1.0,17,19
5855,JH,KH,,,,,0.0,1.0,0.0,1.0,20,23
5856,9S,QD,,,,,1.0,1.0,1.0,0.0,20,16
5857,9S,QD,AD,,,,0.0,1.0,0.0,1.0,20,26
5858,10C,9S,,,,,1.0,0.0,0.0,1.0,29,20
5859,7H,9S,,,,,1.0,1.0,1.0,0.0,20,20
5860,7H,9S,4S,,,,1.0,0.0,0.0,1.0,23,20
5861,QH,10S,,,,,1.0,0.0,0.0,1.0,25,10
5862,5H,10H,,,,,0.0,0.0,1.0,1.0,15,20
5863,3C,6C,,,,,1.0,1.0,1.0,0.0,13,11
5864,3C,6C,4H,,,,0.0,0.0,1.0,1.0,13,21
5865,AC,3D,,,,,0.0,0.0,1.0,1.0,14,19
5866,7D,4S,,,,,1.0,1.0,1.0,0.0,21,11
5867,2H,4H,,,,,0.0,0.0,1.0,1.0,6,17
5868,5C,QH,,,,,1.0,0.0,0.0,1.0,25,21
5869,10S,8H,,,,,1.0,0.0,0.0,1.0,28,16
5870,10D,4H,,,,,0.0,0.0,1.0,1.0,14,15
5871,2C,9D,,,,,0.0,0.0,1.0,1.0,11,16
5872,5D,10S,,,,,1.0,0.0,0.0,1.0,25,5
5873,3D,9H,,,,,1.0,0.0,0.0,1.0,22,14
5874,5C,7S,,,,,1.0,1.0,1.0,0.0,17,20
5875,5C,7S,5D,,,,1.0,0.0,0.0,1.0,27,20
5876,10D,8C,,,,,1.0,0.0,0.0,1.0,23,16
5877,4C,9D,,,,,1.0,0.0,0.0,1.0,23,12
5878,QD,5C,,,,,0.0,0.0,1.0,1.0,15,16
5879,8D,3D,,,,,0.0,0.0,1.0,1.0,11,20
5880,5S,3H,,,,,0.0,0.0,1.0,1.0,8,13
5881,7C,4C,,,,,0.0,0.0,1.0,1.0,11,17
5882,6S,7C,,,,,1.0,1.0,1.0,0.0,16,15
5883,6S,7C,3S,,,,1.0,0.0,0.0,1.0,25,15
5884,JS,8C,,,,,0.0,0.0,1.0,1.0,18,19
5885,2D,3S,,,,,1.0,1.0,1.0,0.0,15,9
5886,2D,3S,JD,,,,0.0,0.0,1.0,1.0,15,19
5887,6D,3D,,,,,1.0,1.0,1.0,0.0,18,13
5888,6D,3D,9S,,,,1.0,1.0,1.0,0.0,19,13
5889,6D,3D,9S,AC,,,1.0,0.0,0.0,1.0,22,13
5890,2H,KS,,,,,1.0,1.0,1.0,0.0,21,20
5891,8H,6C,,,,,0.0,0.0,1.0,1.0,14,20
5892,8D,3C,,,,,0.0,0.0,1.0,1.0,11,20
5893,KC,5S,,,,,1.0,1.0,1.0,0.0,18,16
5894,KC,5S,3H,,,,0.0,1.0,0.0,1.0,18,26
5895,10C,QC,,,,,1.0,0.0,0.0,1.0,24,12
5896,4C,KD,,,,,0.0,0.0,1.0,1.0,14,15
5897,8D,5D,,,,,1.0,0.0,0.0,1.0,23,20
5898,3S,2D,,,,,1.0,1.0,1.0,0.0,6,19
5899,3S,2D,AD,,,,0.0,0.0,1.0,1.0,16,19
5900,QH,9D,,,,,0.0,1.0,0.0,1.0,19,27
5901,7H,5H,,,,,1.0,1.0,1.0,0.0,16,9
5902,7H,5H,4H,,,,1.0,0.0,0.0,1.0,26,9
5903,9D,4D,,,,,1.0,0.0,0.0,1.0,23,16
5904,3D,AD,,,,,0.0,1.0,0.0,1.0,14,22
5905,2C,10S,,,,,1.0,0.0,0.0,1.0,22,21
5906,10S,3H,,,,,1.0,0.0,0.0,1.0,23,19
5907,4D,AH,,,,,1.0,1.0,1.0,0.0,15,14
5908,4D,AH,QD,,,,1.0,0.0,0.0,1.0,24,14
5909,3D,6D,,,,,1.0,1.0,1.0,0.0,19,8
5910,3D,6D,JS,,,,0.0,0.0,1.0,1.0,19,20
5911,6C,6D,,,,,1.0,1.0,1.0,0.0,21,18
5912,4H,2D,,,,,1.0,1.0,1.0,0.0,12,20
5913,4H,2D,6H,,,,1.0,1.0,1.0,0.0,19,20
5914,4H,2D,6H,7C,,,0.0,0.0,1.0,1.0,19,20
5915,KH,JH,,,,,0.0,0.0,1.0,1.0,20,21
5916,7H,7C,,,,,1.0,1.0,1.0,0.0,18,12
5917,7H,7C,4H,,,,1.0,1.0,1.0,0.0,21,12
5918,KD,QD,,,,,1.0,0.0,0.0,1.0,24,19
5919,6H,4S,,,,,0.0,0.0,1.0,1.0,10,18
5920,2H,6C,,,,,1.0,1.0,1.0,0.0,11,12
5921,2H,6C,3H,,,,0.0,0.0,1.0,1.0,11,12
5922,KD,10H,,,,,0.0,1.0,0.0,1.0,20,25
5923,9H,10C,,,,,0.0,1.0,0.0,1.0,19,24
5924,5D,7H,,,,,0.0,0.0,1.0,1.0,12,13
5925,3H,6C,,,,,1.0,1.0,1.0,0.0,17,20
5926,3H,6C,8H,,,,1.0,0.0,0.0,1.0,26,20
5927,10D,KC,,,,,0.0,1.0,0.0,1.0,20,28
5928,8C,7H,,,,,0.0,0.0,1.0,1.0,15,18
5929,8S,3D,,,,,1.0,1.0,1.0,0.0,21,13
5930,2S,6S,,,,,1.0,1.0,1.0,0.0,18,5
5931,2S,6S,QD,,,,1.0,0.0,0.0,1.0,28,5
